Event;Year;Location;Division;Name;Country;Place
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race SUP Women;Anna Tschirky;SUI;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Boys;Vaic Garioud;FRA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Boys;Donato Freens;NED;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Boys;Nariakira Shimazu;JPN;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Boys;Campbell Carter;USA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Girls;Cecilia Pampinella;ITA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Girls;Soryn Preston;USA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Girls;Elene Etxeberria;ESP;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Junior Girls;Rebeka Klotz;BRA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Men;Julen Marticorena;FRA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Men;Andrew Byatt;GBR;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Men;Carlos Alonso;ESP;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Men;Takehiro Horibe;JPN;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Women;Judit Verge;ESP;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Women;Cornelia Rigatti;ITA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Women;Molly Roodhouse;GBR;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Tech Race Prone Women;Susette Velez;PRI;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Men;David Buil;ESP;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Men;Andrew Byatt;GBR;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Men;Julen Marticorena;FRA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Men;Donald Miralle;USA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Women;Yurika Horibe;JPN;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Women;Judit Verges;ESP;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Women;Cornelia Rigatti;ITA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Distance Race Prone Women;Jessica Georgelin;GBR;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Team Relay;France;FRA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Team Relay;Italy;ITA;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Team Relay;Japan;JPN;
ISA World SUP And Paddleboard Championship;2023;Sables D'Olonnes, France;Team Relay;Spain;ESP;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Team;Peru;PER;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Team;France;FRA;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Team;Brazil;BRA;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Team;Japan;JPN;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Men;Alan Cleland;MEX;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Men;Lucca Mesinas;PER;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Men;Muguel Tudela;PER;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Men;Kanoa Igarashi;JPN;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Women;Tati Weston Webb;BRA;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Women;Erin Brooks;CAN;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Women;Johanne Defay;FRA;
ISA World Surfing Games;2023;La Bocana, El Sunzal, El Salvador;Open Women;Vahiné Fierro;FRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Team;France;FRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Team;Brazil;BRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Team;Peru;PER;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Team;The Philippines;PHI;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Men;Antoine Delpero;FRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Men;Carlos Bahia;BRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Men;Edouard Delpero;FRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Men;Rogelio Esquieviel Jr.;PHI;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Women;Alice Le Moigne;FRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Women;Maria Fernanda Reyes;PER;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Women;Chloe Calmon;BRA;
ISA World Longboard Championship;2023;El Sunzal, El Salvador;Open Women;Zoé Grospiron;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 1;Joel Taylor;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 1;Christiaan “Otter” Bailey;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 1;Casey Proud;HAW;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 1;Kai Colless;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 2;Davi Teixeira de Aguiar;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 2;Jose Martinez;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 2;Tomoki Fujiwara;JPN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Prone 2;Ander Goenaga;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 1;Emma Dieters;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 1;Kayla Woputz;HAW;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 1;Tracy McKay;ZAF;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 1;Paloma Oñate;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 2;Sarah Almagro;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 2;Jocelyn Neumueller;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 2;Celine Rouillard;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Prone 2;Ann Yoshida;HAW;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 1;Roberto Pino;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 1;Shingo Kato;JPN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 1;Camilo Abdula;PRT;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 1;Maxine Clarkin;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 2;ZAFael Lueders;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 2;Ismael Guilliorit Nilsen;NOR;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 2;Jean Paul Veaudry;ZAF;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 2;Kenjiro Ito;JPN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 3;Dijackson Santos;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 3;Eric Dargent;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 3;Dariel Melendez Davila;CRI;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Stand 3;Naomichi Katsukura;JPN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 1;Nagisa Ikegami;JPN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 1;Liv Stone;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 1;Catalina Castro;CHI;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 1;Chikako Takao;JPN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 2;Laurie Phipps;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 2;Zoe Smith;GBR;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 2;Malu Mendes;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 2;Kirsty Taylor;WAL;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Sit;Alana Nichols;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Sit;Cass Eckroth;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Sit;Lisa Franks;CAN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Sit;Meira Nelson;HAW;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Kneel;Llywelyn 'Sponge' Williams;WAL;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Kneel;Ibon Oregui;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Kneel;Reddog Wheatley;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Kneel;Henrique Saraiva;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Kneel;Victoria Feige;CAN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Kneel;Vera Quaresma;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Kneel;Audrey Pascual;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Kneel;Emmunelle Blanchet;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 1;Kirk Watson;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 1;Thomas Da Silva;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 1;Elias Ricardo Diel;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 1;Ben Neumann;GER;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 2;Aaron Paulk;HAW;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 2;Roy Steven Calderon Vargas;CRI;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 2;Pierrot Gagliano;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - VI 2;Jack Jackson;AUS;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 1;Marta Paço;PRT;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 1;VALENTINE MOSKOTEOC;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 1;CARMEN LOPEZ;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 1;JULIETTE MAS;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 2;Melissa Reid;GBR;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 2;Lou Mechiche;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - VI 2;Ling Pai;CAN;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;Team;France;FRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;Team;USA;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;Team;Brazil;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;Team;GBRland;GBR;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 3;Charlotte Banfield;GBR;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 3;Maria Martin-Granizo;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 3;Breezy Bochenek;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;WOMEN - Stand 3;Ursula Pueyo;ESP;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Sit;Felipe Kizu Lima;BRA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Sit;Ethan Karier;USA;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Sit;Douglas Hendrix;ZAF;
ISA World Para Surfing Championship;2023;Huntington Beach, CA;MEN - Sit;Guillaume Colin;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team;France;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team;Spain;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team;USA;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team;Japan;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Men;Luiz Diniz;BRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Men;Benoit Carpentier;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Men;Zane Schweitzer;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Men;Taka Inoue;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Women;María Lucia Cosoleto;ARG;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Women;Kaede Inoue;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Women;Aline Adisaka;BRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;SUP Surf Women;Isabella Gomez;COL;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Men;Shuri Araki;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Men;Noic Garioud;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Men;Titouan Puyo;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Men;Michael Booth;AUS;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Women;Candice Appleby;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Women;Esperanza Barreras;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Women;Melanie Lafenetre;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race SUP Women;April Zilg;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Men;Connor Baxter;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Men;Noic Garioud;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Men;David Leão;BRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Men;Christian Andersen;DNK;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Women;April Zilg;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Women;Caroline Küntzel;DNK;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Women;Mariecarmen Rivera;PRI;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Sprint SUP Race Women;Cecilia Pampinella;ITA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Men;Shuri Araki;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Men;Titouan Puyo;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Men;Michael Booth;AUS;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Men;Noic Garioud;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Women;Duna Gordillo;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Women;Esperanza Barreras;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Women;Melanie Lafenetre;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race SUP Women;Lina Augaitis;CAN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Boys;Vaic Garioud;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Boys;Nariakira Shimazu;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Boys;Campbell Carter;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Boys;Lucas Simoncelli;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Girls;Cecilia Pampinella;ITA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Girls;Sonia Caimari;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Girls;Soryn Preston;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Junior Girls;Yu Tachibana;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Men;Hunter Pflueger;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Men;Julen Marticorena;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Men;Andrew Newton;NZL;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Men;Andrew Byatt;GBR;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Women;Judit Verges;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Women;Cornelia Rigatti;ITA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Women;Yurika Horibe;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Tech Race Prone Women;Rebecca Barron;NZL;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Men;Hunter Pflueger;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Men;Julen Marticorena;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Men;David Buil;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Men;Andrew Byatt;GBR;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Women;Yurika Horibe;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Women;Judit Verges;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Women;Cornelia Rigatti;ITA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Distance Race Prone Women;Liz Hunter;USA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team Relay;France;FRA;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team Relay;Japan;JPN;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team Relay;Spain;ESP;
ISA World SUP And Paddleboard Championship;2022;San Juan, Puerto Rico;Team Relay;Italy;ITA;
ISA World Surfing Games;2022;Huntington Beach, CA;Team;USA;USA;
ISA World Surfing Games;2022;Huntington Beach, CA;Team;Australia;AUS;
